292.0,294.0,377.0,264.0,220.0,251.0,259.0,261.0,274.0,238.0,
2.168345325021987,2.201157777381351,2.2262063111991814,2.209063796545023,2.1918918391655406,2.236933113920042,2.227860043891666,2.2333786237987736,2.249295170155709,2.2125454143156182,
2.161386585088547,2.182368625191003,2.2045537186186532,2.196531997584774,2.1875181667683297,2.20400374812889,2.2040531975051234,2.211890436582795,2.21470763926152,2.196131012096016,
2.1563741402175696,2.169063179533247,2.1891144886218514,2.187493860823713,2.1839786316750955,2.1814282092006394,2.1875782117457963,2.1966954972885526,2.190552600162226,2.1847758858260007,
2.1526792002344126,2.159620240443404,2.1780216908977432,2.180820930452316,2.181024028046353,2.1662611339114424,2.1761478478851277,2.1858923321418366,2.1739416858621476,2.1768619042912727,
2.149881906525832,2.1528649342625705,2.1699321398523965,2.1757459932942678,2.178491414173321,2.1562225291362402,2.16812786338662,2.1780999240469505,2.162615012764258,2.1712571673572176,
2.147703026712694,2.14796879864205,2.1639093658407997,2.171757324711084,2.176272767163214,2.1496566950796634,2.1623941401660796,2.1723537160861555,2.1549149697220655,2.1671927087036087,
2.145956914987547,2.144357491885447,2.159312663311682,2.1685172252932383,2.17429524663757,2.14540868624587,2.1581908846198945,2.1679967110620675,2.1496739369560625,2.1641555970142576,
2.144519829514012,2.141636836370462,2.1557082339312927,2.1658038293851947,2.1725087448104974,2.142693195370342,2.1550165716749934,2.1645883688641514,2.1460900127628553,2.161807391905199,
2.143308864341805,2.1395377309253414,2.1528036921526468,2.1634712942357774,2.17087799906568,2.1409848850273834,2.15254064889604,2.1618359748919147,2.143620927962041,2.1599260487714904,
2.142268039656185,2.137876800459841,2.1504019739730476,2.161423259740853,2.169377564385596,2.139935964260591,2.1505457682415665,2.15954585519626,2.1419032500300332,2.158366147713582,
2.141359152196737,2.1365289847872226,2.1483697716770442,2.15959543340091,2.167988583994153,2.139317705949248,2.148888882308645,2.1575898853066615,2.1406944915441737,2.1570323179540765,
2.140555766097118,2.1354087346097317,2.1466162662034485,2.157944274375078,2.1666966958347316,2.1389803153164904,2.147475488298726,2.155882992751146,2.1398330702427226,2.1558617414193852,
2.139839266726791,2.1344572308487826,2.145078935495829,2.1564396847605587,2.1654906605865127,2.138825941230689,2.146242743710913,2.154368253660906,2.1392111947919688,2.154812736632811,
2.1391962670078364,2.133633744277631,2.1437141358630165,2.1550603060048434,2.164361451140353,2.13879075040944,2.1451484584529714,2.1530071094111625,2.138756734630376,2.153857348011072,
2.1386168998240924,2.1329098102607844,2.1424908673119343,2.1537904977417024,2.163301639528167,2.138833113315233,2.1441639379098034,2.1517729827272714,2.1384211862631766,2.1529765472625484,
2.1380936911021116,2.1322653051420564,2.141386648932315,2.152618398558385,2.162304977335138,2.1389258561797266,2.1432693343948,2.150647128480343,2.1381717175529866,2.1521571280522647,
2.1376208137291397,2.131685802510674,2.1403847875216133,2.151534680596928,2.1613661032804936,2.1390511957398632,2.142450627199227,2.1496159437391342,2.137985916657075,2.151389694668839,
2.137193591558719,2.131160789334542,2.139472564561305,2.1505317482666326,2.160480335372803,2.139197434710739,2.141697658455865,2.1486692263620517,2.1378483260646015,2.1506673564661503,
